amenity,total_count,low_review_count,high_review_count
Paid dryer\u2013In building,1,0,1
Cadum ou Fer \u00e0 Cheval body soap,1,0,1
Miele induction stove,1,0,1
Esmaltec gas stove,1,0,0
Haier 220l refrigerator,1,0,0
"57\"" HDTV with Netflix",1,0,1
Ceramidas conditioner,1,0,1
Brstemp com congelador  refrigerator,1,0,1
Forno do fog\u00e3o oven,1,0,1
Sharp refrigerator,1,0,0
Gilchrist & Soames toiletries,1,0,0
Samsung double-door,1,0,0
Boom UE Bluetooth sound system,1,0,1
firstline refrigerator,1,0,1
Phillips sound system with Bluetooth and aux,1,0,1
Paid parking lot on premises \u2013 $3 per day,1,0,0
Moulinex oven,1,0,1
Dove/Nivea body soap,1,0,1
arcelik gas stove,1,0,0
Neff x 2 ovens (one is steam) oven,1,0,0
petit marseillais bio body soap,1,0,1
hotplates induction stove,1,0,1
Dr Woods body soap,1,0,1
MITSUBISHI refrigerator,1,0,0
Ignis refrigerator,1,0,1
palmolive body soap,1,0,1
Ilve stainless steel gas stove,1,0,1
Hotel body soap,1,0,1
MOR toiletries,1,0,0
"41\"" HDTV with Amazon Prime Video",1,0,1
Different body soap,1,0,1
Anker  Bluetooth sound system,1,0,0
Electrolux induction stove,1,0,1
sach\u00eas shampoo,1,0,1
Harman Kardon sound system with Bluetooth and aux,1,0,1
Yamasterol conditioner,1,0,1
Record player,1,0,1
Aksoi gas stove,1,0,1
Smeg stainless steel oven,1,0,1
Natural Living body soap,1,0,1
Wifi \u2013 39 Mbps,1,0,1
protex body soap,1,0,1
real soap from Aleppo body soap,1,0,1
lactovit body soap,1,0,1
Dedicated workspace: table and office chair,1,0,1
com freezer refrigerator,1,0,0
Wifi \u2013 350 Mbps,1,0,1
Jabones artesanales body soap,1,0,1
"40\"" HDTV with Chromecast",1,0,1
guest soap body soap,1,0,0
Kenwood stainless steel oven,1,0,1
N\u00e3o \u00e9 um fog\u00e3o \u00e9 um fogareiro el\u00e9trico electric stove,1,0,1
Samsung Side by Side refrigerator,1,0,0
Philips,1,0,1
SAMSUNG sound system with aux,1,0,1
X sound system with aux,1,0,1
Ancient Earth conditioner,1,0,1
Paid parking garage off premises \u2013 $65 per day,1,0,0
PHILLIPS Bluetooth sound system,1,0,1
Le Labo toiletries,1,0,0
ATLAS gas stove,1,0,0
Westinghouse french door refrigerator,1,0,0
Hammock,1,0,0
Electrolux gas stove,1,0,1
Fridgedaire refrigerator,1,0,1
"30\"" HDTV with Netflix",1,0,1
Echo Dot Bluetooth sound system,1,0,1
Bluetooth speaker via device Bluetooth sound system,1,0,1
"56\"" HDTV with Amazon Prime Video",1,0,1
Pineda Covalin shampoo,1,0,1
Paid street parking off premises \u2013 AUD8 per hour,1,0,1
Hisense stainless steel oven,1,0,1
Free carport on premises \u2013 4 spaces,1,0,1
palmolive Classic conditioner,1,0,1
Bosch - Electric oven oven,1,0,1
BOSE sound system with aux,1,0,1
rainbow  Bluetooth sound system,1,0,0
Consul duo,1,0,1
Supmia linens,1,0,0
Beach,1,0,0
electric cook top stove,1,0,1
phebo /dove/ body soap,1,0,1
Wifi \u2013 82 Mbps,1,0,0
single hob plate  stove,1,0,1
l oreal conditioner,1,0,1
Rio Spot Homes conditioner,1,0,1
Sabonete body soap,1,0,1
n\u00edvea  body soap,1,0,1
electric oven oven,1,0,1
Smoke alarm,1,0,1
Paid parking garage off premises \u2013 BRL15 per hour,1,0,1
Johnson's,1,0,1
Wifi \u2013 56 Mbps,1,0,0
? body soap,1,0,1
Bio Beauty toiletries,1,0,0
Onsite bar \u2014 Trademark Taste,1,0,0
Ikea stainless steel electric stove,1,0,1
Toni & Guy shampoo,1,0,1
BRASTEMP stainless steel gas stove,1,0,1
Wifi \u2013 90 Mbps,1,0,0
"45\"" HDTV with Chromecast",1,0,1
Electrolux 300 litros refrigerator,1,0,1
shower gel and sbampoo is Dove body soap,1,0,1
Boots body soap,1,0,1
TV with Chromecast,1,0,1
"40\"" TV with premium cable",1,0,0
Viking gas stove,1,0,0
Fisher & Paykel stainless steel induction stove,1,0,1
Thank you conditioner,1,0,1
shampoo e condicionador conditioner,1,0,1
Eletrolux DF52X refrigerator,1,0,1
Hisense 92L refrigerator,1,0,1
Private entrance,1,0,0
small  refrigerator,1,0,1
Argan oil of Morocco conditioner,1,0,1
Stainless Steel Fridgedare refrigerator,1,0,1
Self-parking \u2014 \u20ac34/stay,1,0,0
Receiver com caixas embutidas sound system with aux,1,0,0
Euromaid induction stove,1,0,1
"68\"" HDTV",1,0,0
Paid parking garage off premises \u2013 MXN15 per day,1,0,1
"51\"" HDTV",1,0,1
Fridge and freezer combo refrigerator,1,0,1
Lavarino Cosso conditioner,1,0,1
DEFFY refrigerator,1,0,1
"46\"" HDTV with premium cable",1,0,1
Shared outdoor heated olympic-sized pool,1,0,0
WHIRLPOOL oven,1,0,1
convecci\u00f3n stainless steel oven,1,0,1
BOSCH KDN 49 refrigerator,1,0,0
Apple & Bose  Bluetooth sound system,1,0,1
Jab\u00f3n l\u00edquido body soap,1,0,1
Dedicated workspace: monitor,1,0,1
Paid street parking off premises \u2013 EUR35 per stay,1,0,1
VENAX gas stove,1,0,0
Clothing storage: walk-in closet and wardrobe,1,0,0
vegan s\u00ecv\u00ec sabun body soap,1,0,1
Consul (3 flames) stainless steel gas stove,1,0,1
Free parking garage on premises \u2013 807 spaces,1,0,1
Eletrolux gas stove,1,0,1
Tresemme shampoo,1,0,1
Aussie  conditioner,1,0,1
variada body soap,1,0,1
Ayr\u0131ca iki art\u0131 bir ses sistemi. sound system with Bluetooth and aux,1,0,1
ivory body soap,1,0,0
Personal  conditioner,1,0,1
natua body soap,1,0,1
Yamaha sound system with aux,1,0,0
"24\"" TV with standard cable",1,0,1
charlotte rhys body soap,1,0,1
Occitane conditioner,1,0,0
DEFFY  stainless steel oven,1,0,1
Audiopro sound system with Bluetooth and aux,1,0,0
Yemek pi\u015firmek i\u00e7in Arzum marka 50 Litre f\u0131r\u0131n stainless steel oven,1,0,1
"70\"" HDTV with standard cable",1,0,1
1802 Beekman toiletries,1,0,0
Breakfast buffet available \u2014 \u20ac35 per person per day,1,0,0
Blomberg stainless steel oven,1,0,1
"85\"" HDTV with Netflix",1,0,0
gorenje refrigerator,1,0,1
Puracy plant based  body soap,1,0,1
Saba refrigerator,1,0,0
TreSemme  shampoo,1,0,0
Triad sound system,1,0,1
Parrilla de 20''. Cuenta con 2 quemadores y una cubierta porcelanizada que facilita la limpieza. gas stove,1,0,1
Caixa de som com Bluetooth  sound system with Bluetooth and aux,1,0,1
Sukrin shampoo,1,0,1
Head Shoulders shampoo,1,0,0
BodyWash body soap,1,0,1
Vegan high end brand conditioner,1,0,1
"81\"" HDTV with standard cable",1,0,1
Folicure shampoo,1,0,1
"14\"" TV",1,0,1
Summit refrigerator,1,0,0
Suave body soap,1,0,1
IKEA induction stove,1,0,1
Eletrolux Duas Portas refrigerator,1,0,1
com pequeno congelador acoplado refrigerator,1,0,1
Nivea ou similar body soap,1,0,1
 Bottom Freezer Fridge Inox  refrigerator,1,0,1
Airplay / Chromecast speaker sound system,1,0,1
Elseve Loreal shampoo,1,0,1
Frigidaire oven,1,0,0
Paid parking lot on premises \u2013 MXN28 per day,1,0,1
sach\u00eas body soap,1,0,1
Paid parking garage off premises \u2013 EUR6 per day,1,0,1
La Dimora body soap,1,0,1
local PA (see Photo) sound system with aux,1,0,1
Omega stainless steel oven,1,0,0
Lux,1,0,1
UE Boom Bluetooth sound system,1,0,1
Self-parking \u2014 R$25/day,1,0,0
Dove/ Lux body soap,1,0,1
Raurk & Cambridge Audio sound system with Bluetooth and aux,1,0,1
Bose SoundTouch 30 Bluetooth sound system,1,0,1
Unknown electric stove,1,0,1
"47\"" HDTV with Roku",1,1,0
p&g or unilever products sound system,1,0,1
DOVE O PANTENE shampoo,1,0,1
Pantene Pro V shampoo,1,0,1
Electrolux. Duplex. refrigerator,1,0,1
Ricitos de oro shampoo,1,0,1
Westinghouse 370ltr refrigerator,1,0,1
S/M shampoo,1,0,1
Mexx electric stove,1,0,0
Complimentary water provided refrigerator,1,0,1
jbl sound system with Bluetooth and aux,1,0,1
dove shampoo,1,0,1
Micro System Philips 300w Rms sound system with aux,1,0,0
Venax oven,1,0,1
Khiels conditioner,1,0,1
Free parking garage on premises,1,0,1
Tresemm\u00e9 shampoo,1,0,1
"124\"" HDTV with Netflix",1,0,1
"103\"" TV with Netflix",1,0,1
pero permite hacer platillos sencillos.  stainless steel gas stove,1,0,1
N\u00edvea ou Granado body soap,1,0,1
nexus  conditioner,1,0,1
Bondi Wash body soap,1,0,1
Bondi Wash conditioner,1,0,1
Glow Lab conditioner,1,0,1
Clothing storage: walk-in closet and wardrobe,1,0,1
Irish Spring body soap,1,0,1
Adidas body soap,1,0,1
iPad,1,0,0
Self-parking \u2014 $50/stay,1,0,0
Continental breakfast available \u2014 R$32 per person per day,1,0,0
2 caixas sony Bluetooth sound system,1,0,1
2 plated Ceran electric stove,1,0,1
lux body soap,1,1,0
Stovetop works - Oven does not gas stove,1,0,1
Natura TodoDia shampoo,1,0,1
 Electrolux refrigerator,1,0,0
Luxury Soap shampoo,1,0,1
"1397\"" HDTV with Netflix",1,0,1
Defy with freezer refrigerator,1,0,1
Paid parking lot on premises \u2013 MXN80 per day,1,0,1
natural liquid body wash body soap,1,0,1
Wine cave,1,0,0
Dual vanity,1,0,0
a french brand made 100% with Marseille Soap  body soap,1,0,1
Lampada Speaker Bluetooth sound system,1,0,1
electric  stainless steel oven,1,0,1
Cambridge Soundworks sound system with aux,1,0,1
Paid valet parking on premises \u2013 $100 per day,1,0,0
DVD player,1,0,0
Le petit marseille  body soap,1,0,1
Smoking parlor,1,0,0
apple sound system with aux,1,0,1
OX  conditioner,1,0,1
GBC Bluetooth sound system,1,0,1
jbl go2 Bluetooth sound system,1,0,1
"37\"" HDTV with Netflix",1,0,0
Pond,1,0,0
ReVolve toiletries,1,0,0
5.1 Surround Sound Bluetooth sound system,1,0,0
Amana refrigerator,1,0,1
SCOTT sound system with aux,1,0,1
Molton Brown  body soap,1,0,1
Sony & Technic sound system with aux,1,0,1
Lux (l\u00edquido)  body soap,1,0,1
deux plaques \u00e9lectriques electric stove,1,0,0
UE BOOM 2 Bluetooth sound system,1,0,1
UE Wonderboom Bluetooth sound system,1,0,1
Brastemp stainless steel electric stove,1,0,1
Panasonic Bluetooth sound system,1,0,0
Pansonic refrigerator,1,0,0
Palmolive  body soap,1,0,1
Samsung electric stove,1,0,0
irish spring,1,0,0
Petit Marseillais body soap,1,0,1
kenwood sound system,1,0,1
tramontina gas stove,1,0,1
Brandt stainless steel oven,1,0,1
Rega Planar,1,0,1
Siemens stainless steel oven,1,0,1
"43\"" HDTV with Amazon Prime Video",1,0,1
Gas hob with electrical oven stove,1,0,1
Jabon Neutro o jabon humectante body soap,1,0,1
Paid parking garage on premises \u2013 THB300 per day,1,0,0
Acca Kappa body soap,1,0,1
Paid parking garage on premises \u2013 $2 per day,1,0,0
Fructis conditioner,1,0,1
Elseve shampoo,1,0,1
sunsilk conditioner,1,0,1
Onsite bar \u2014 Bar ,1,0,0
ChiQ refrigerator,1,0,1
Onsite restaurant \u2014 Sapori Dal Mondo Restaurant,1,0,0
Natura conditioner,1,0,0
Integrated refrigerator,1,0,1
con Aceite de Coco y C\u00farcuma. shampoo,1,0,1
bosch stainless steel gas stove,1,0,1
Paid parking garage on premises \u2013 1000 spaces,1,0,0
iPod dock,1,0,1
Everyone Body Soap/organic body soap,1,0,1
Microwave/convection oven,1,0,1
"Duru,palmolive body soap",1,0,0
Phebo liquido body soap,1,0,1
"65\"" TV with premium cable",1,0,1
"82\"" HDTV",1,0,1
Dining area for 14 people,1,0,0
bar and liquid soap body soap,1,0,0
high end sound system with smart TV sound system,1,0,0
Savon liquide Petit Marseillais body soap,1,0,1
Paid parking garage on premises \u2013 10 spaces,1,0,0
Intermarket & Dove  body soap,1,0,1
Continental breakfast available \u2014 \u20ac14 per person per day,1,0,0
Onsite restaurant \u2014 de Sers Restaurant,1,0,0
Private indoor lap pool,1,0,1
Bee Beauty body soap,1,0,0
Luxury Brand  conditioner,1,0,1
Daniela induction stove,1,0,1
Onkyo sound system with aux,1,0,1
MONSAVON body soap,1,0,1
mabe de 29 pies refrigerator,1,0,1
Pantene body soap,1,0,1
Indel Marine Isotherm refrigerator,1,0,0
Rooftop pool with poolside bar \u2014 outdoor,1,0,0
solo su richiesta shampoo,1,0,1
Bosch  stainless steel oven,1,0,1
"32\"" HDTV with standard cable",1,0,1
ge refrigerator,1,0,1
ilive stainless steel oven,1,0,1
Eletrolux induction stove,1,0,1
Paid parking garage on premises \u2013 EUR40 per day,1,0,1
Paid valet parking on premises \u2013 TRY50 per day,1,0,1
Natural conditioner,1,0,1
Continental breakfast available \u2014 \u20ac13 per person per day,1,0,0
Pool house,1,0,0
"42\"" TV",1,0,0
mabe stainless steel gas stove,1,0,1
Paid parking off premises \u2013 $100 per day,1,0,1
Petit marseillais  body soap,1,0,1
LG stainless steel gas stove,1,0,1
Q3 Bluetooth sound system,1,0,1
"33\"" HDTV with standard cable",1,0,1
modelo de hotel. conditioner,1,0,1
SamSung refrigerator,1,0,0
Projector,1,0,0
Smeg electric stainless steel oven,1,0,1
"60\"" HDTV with Apple TV",1,0,1
VESTEL refrigerator,1,0,1
Organic body soap,1,0,1
arzum oven,1,0,1
"44\"" HDTV with Chromecast",1,0,1
Bosch stove,1,0,1
Onsite bar \u2014 Restaurant Cantina,1,0,0
Bvlgari body soap,1,0,0
DeLonghi stainless steel oven,1,0,1
onsul stainless steel gas stove,1,0,0
Bose Lifestyle and Mini Bluetooth sound system,1,0,1
Bosch (fridge freezer) refrigerator,1,0,1
Wifi \u2013 430 Mbps,1,0,0
Far refrigerator,1,0,1
Aesop  conditioner,1,0,1
Top part Fridge/ Bottom Freezer refrigerator,1,0,1
Regular Body Soap body soap,1,0,1
PANTENE conditioner,1,0,1
Wifi \u2013 55 Mbps,1,0,0
large Samsung frige will a sperate frezer  refrigerator,1,0,0
Onsite restaurant \u2014 Trademark Taste,1,0,0
Acca Kappa toiletries,1,0,0
Denon Amplifier sound system with Bluetooth and aux,1,0,1
ikea refrigerator,1,0,1
Puracy or Jr Watkins body soap,1,0,1
jhonson body soap,1,0,1
Sonos (Please download Sonos S1 app - S2 won't work) Bluetooth sound system,1,0,1
Wifi \u2013 45 Mbps,1,0,1
Paid parking lot off premises \u2013 MXN120 per day,1,0,1
Continental breakfast available \u2014 $13 per person per day,1,0,0
Self-parking \u2014 \u20ac20/stay,1,0,0
con aceite de coco y c\u00farcuma,1,0,1
Turmix induction stove,1,0,1
Free parking on premises \u2013 5 spaces,1,0,1
Daewoo refrigerator,1,0,1
Wifi \u2013 100000 Mbps,1,0,1
comporta poucos alimentos. refrigerator,1,0,1
Arcelik stainless steel oven,1,0,1
Tresemm\u00e9 body soap,1,0,1
Hot breakfast available \u2014 $20 per person per day,1,0,0
Brastemp Frost-free 480 l com bebedouro na porta refrigerator,1,0,1
"60\"" TV with standard cable",1,0,1
Provided by The Taj conditioner,1,0,1
"30\"" TV with standard cable",1,0,1
Free driveway parking on premises \u2013 8 spaces,1,0,1
Self-parking \u2014 \u20ac35/stay,1,0,0
Bvlgari shampoo,1,0,0
Brandt gas stove,1,0,1
Shared saltwater pool,1,0,1
Paid street parking off premises \u2013 MXN10 per hour,1,0,1
L'Or\u00e9al conditioner,1,0,1
SMEGG refrigerator,1,0,0
bosch oven,1,0,0
Ey\u00fcpSabriTuncer Organic body soap,1,0,1
Organic Care  shampoo,1,0,1
Harmon Cardon Bluetooth Speakers Bluetooth sound system,1,0,1
high end shampoo and conditioner conditioner,1,0,0
iPad Air  sound system,1,0,0
Paid parking garage on premises \u2013 AUD49 per stay,1,0,0
DE DIETRICH. Four \u00e0 chaleur tournante. oven,1,0,1
Self-parking \u2014 \u20ac23/stay,1,0,0
Trader Joe's Body Wash body soap,1,0,1
Dedicated workspace: table,1,0,1
Savon d'Alep body soap,1,0,1
Puracy or Jr Watkins conditioner,1,0,1
Consul duas portas refrigerator,1,0,1
Wifi \u2013 27 Mbps,1,0,1
Hamilton beach induction stove,1,0,1
Onsite restaurant \u2014 Broome Caf\u00e9,1,0,0
Convection Oven stainless steel oven,1,0,1
No nasties.  shampoo,1,0,1
Wifi \u2013 87 Mbps,1,0,0
convection/microwave oven,1,0,1
Micro onde oven,1,0,0
Shared indoor pool,1,0,0
Aro shampoo,1,0,1
DS & Durga body soap,1,0,0
"105\"" HDTV with Apple TV",1,0,1
"42\"" HDTV with Chromecast",1,0,1
DeLonghi stainless steel gas stove,1,0,1
house brand conditioner,1,0,0
"28\"" HDTV with standard cable",1,0,1
a  blend of natural oils,1,0,1
Claire Smith body soap,1,0,1
Garnier body soap,1,0,1
"43\"" TV with Chromecast",1,0,1
\u0130pek shampoo,1,0,1
Bose Revolve.  Bluetooth sound system,1,0,1
sabonete l\u00edquido PROTEX body soap,1,0,1
2 Door-Compact under bench size refrigerator,1,0,1
Sonos,1,0,1
Onsite bar \u2014 E7 Bar,1,0,0
"19\"" TV",1,0,0
"30\"" HDTV with Amazon Prime Video",1,0,1
panasonic sound system,1,0,1
bertazonni stainless steel oven,1,0,0
fridgidare stainless steel gas stove,1,0,1
Duplex - frost free refrigerator,1,0,1
stove top gas stove,1,0,1
Creek,1,0,1
"40\"" HDTV with Apple TV",1,0,0
Harman Kardon sound system,1,0,0
Cooktop electric stove,1,0,1
Thank you. body soap,1,0,1
"165\"" HDTV",1,0,1
Fog\u00e3o com forno oven,1,0,1
"44\"" HDTV with Roku",1,0,0
Shampoo corporal body soap,1,0,1
"46\"" HDTV with Netflix",1,0,1
BOSH stainless steel gas stove,1,0,0
Hi Sense refrigerator,1,0,1
Bosch induction cooktop induction stove,1,0,0
Milton Brown conditioner,1,0,1
SONY Bluetooth sound system,1,0,1
KIC refrigerator,1,0,0
Ge refrigerator,1,1,0
outros. body soap,1,0,1
Tedge Bluetooth sound system,1,0,1
vocina sound system with Bluetooth and aux,1,0,1
mini oven oven,1,0,1
"40\"" TV with Roku",1,0,1
Sonsos sound system through out the house and also Bluetooth sound system with Bluetooth and aux,1,0,1
Acca Kappa conditioner,1,0,1
Paid street parking off premises \u2013 EUR35 per day,1,0,1
Refrigerador Consul 300l Frost Free refrigerator,1,0,1
Wifi \u2013 33 Mbps,1,0,1
Healing Earth conditioner,1,0,1
L\u2019Occitane en Provence shampoo,1,0,1
Savon bio body soap,1,0,1
Neutro Balance body soap,1,0,0
cheap shampoo,1,0,1
sony sound system with Bluetooth and aux,1,0,0
Mini Bluetooth sound box Bluetooth sound system,1,0,1
Consul novo refrigerator,1,0,1
Paid parking garage on premises \u2013 EUR15 per day,1,0,1
BOSCH electric stove,1,0,0
modelo Yamaha HS5 sound system with aux,1,0,1
Sony CD Radio USB player sound system,1,0,1
Bio-degradable Shampoo&Conditioner: Aloe Vera & Cucumber conditioner,1,0,0
do fog\u00e3o stainless steel oven,1,0,1
"38\"" HDTV with premium cable",1,0,1
Bar Fridge only refrigerator,1,0,1
bose Bluetooth sound system,1,0,1
Wifi \u2013 800 Mbps,1,0,1
ILVE stainless steel gas stove,1,0,1
Clicks pharmacy brand body soap,1,0,1
aro conditioner,1,0,1
MAC Bluetooth sound system,1,0,0
the best body soap,1,0,1
"35\"" HDTV with Netflix",1,0,1
Onsite restaurant \u2014 Restaurant,1,0,0
Onsite bar \u2014 Bel Ami Bar,1,0,0
Airport shuttle,1,0,0
BOSE sound system,1,0,1
"40\"" HDTV with Roku",1,0,1
Cooktop 4 bocas Brastemp gas stove,1,0,1
Puracy natural plant based body soap,1,0,0
TV with Chromecast,1,0,1
Woolowrths conditioner,1,0,1
Miss Lynn conditioner,1,0,1
NIVEA body soap,1,0,1
Children\u2019s books and toys for ages 2-5 years old,1,0,0
Toshiba  refrigerator,1,0,0
5 burner induction cooktop stove,1,0,1
"54\"" HDTV with Amazon Prime Video",1,0,1
Codage toiletries,1,0,0
Standard electric stove,1,0,0
Barra de sonido Bose Bluetooth sound system,1,0,1
No SLS or Parabens. Essential oils from pharmacy. body soap,1,0,1
Bosch Electric Oven stainless steel oven,1,0,1
Revo Bluetooth sound system,1,0,1
Daewoo Retro refrigerator,1,0,1
Hisense  stainless steel gas stove,1,0,1
"49\"" HDTV with standard cable",1,0,1
miele stainless steel gas stove,1,0,1
Alfresco shower,1,0,0
DOVE UNSENTED body soap,1,0,1
Whirlpool stainless steel induction stove,1,0,1
v\u00e1rias body soap,1,0,1
Ge stove,1,1,0
Sukrin conditioner,1,0,1
JVC Soundbar sound system with Bluetooth and aux,1,0,1
premium cable,1,0,1
Onsite bar \u2014 S'Bar,1,0,0
Westinghouse  refrigerator,1,0,1
Aesop body soap,1,0,1
ar\u00e7elik refrigerator,1,0,1
Natural skincare products shampoo,1,0,1
pantene  conditioner,1,0,1
Monodose  conditioner,1,0,1
Clear Man body soap,1,0,1
sharp stainless steel stove,1,0,1
Davell stainless steel oven,1,0,1
Paid street parking off premises,1,0,1
Dop or le petit marseillais shampoo,1,0,1
2 plate gas counter top.  gas stove,1,0,1
sony sound system,1,0,1
FISHER & PAYKEL refrigerator,1,0,0
Ines de La Fressange conditioner,1,0,1
SNAPPY CHEF gas stove,1,0,1
body wash and conditioner silicone free  conditioner,1,0,1
Rituals body soap,1,0,1
Ultimate ears - BOOM 3 Bluetooth sound system,1,0,1
gucci body soap,1,0,0
Game console: PS5 and Xbox Series X,1,0,0
Frascos individuais de xampu com condicionador. shampoo,1,0,1
LG sound system with aux,1,0,1
Dove (original sent) body soap,1,0,1
Bose Solo 5 soundbar Bluetooth sound system,1,0,1
"30\"" HDTV with Amazon Prime Video",1,0,1
HDTV with Apple TV,1,0,1
basico refrigerator,1,0,1
"45\"" HDTV",1,0,1
HISENSE refrigerator,1,0,1
"27\"" HDTV with Chromecast",1,0,1
Game console: Nintendo Wii,1,0,0
in communal kitchen gas stove,1,0,1
rexona liguido body soap,1,0,1
Beko Ofice type refrigerator,1,0,1
Pantein body soap,1,0,1
s/m body soap,1,0,1
"107\"" HDTV with Amazon Prime Video",1,0,1
Margules,1,0,1
LG refrigerator,1,0,1
Falcon farm style,1,0,1
Dining area for 6 people,1,0,0
Geladeira Consul refrigerator,1,0,1
phebo body soap,1,0,1
le petit marseillais body soap,1,0,1
Fog\u00e3o 4 bocas Itatiaia com forno e acendimento manual oven,1,0,0
JBL sound system with aux,1,0,1
Clean body soap,1,0,1
Care conditioner,1,0,1
Free residential garage on premises \u2013 10 spaces,1,0,1
Sony bluetooth speaker in kitchen and massive speakers next to DJ equipment sound system with Bluetooth and aux,1,0,1
GE PROFILE refrigerator,1,0,1
Complimentary cooked-to-order breakfast,1,0,0
Fog\u00e3o \u00e0 g\u00e1s de 4 bocas gas stove,1,0,1
"28\"" HDTV with Netflix",1,0,1
westinghouse  refrigerator,1,0,0
Arcelik gas stove,1,0,0
2 Plaques \u00e9lectriques electric stove,1,0,0
Dr. Bronner's body soap,1,0,0
various brands conditioner,1,0,0
Free residential garage on premises \u2013 100 spaces,1,0,1
Moroccan Oil conditioner,1,0,1
bosh refrigerator,1,0,0
Roku Bluetooth sound system,1,0,1
Hotel shampoo,1,0,1
Onsite rooftop bar \u2014 cloudM,1,0,0
Natural Living conditioner,1,0,1
Barazza stainless steel oven,1,0,1
Yamaha sound system,1,0,1
Eletrolux Inox  refrigerator,1,0,0
blendax elidor or pantene conditioner,1,0,1
AFRICOLOGY shampoo,1,0,1
Thank you. conditioner,1,0,1
Wifi \u2013 12 Mbps,1,0,0
whirllpool stainless steel electric stove,1,0,1
"39\"" HDTV",1,0,0
ikea stainless steel oven,1,0,1
GE stainless steel electric stove,1,0,1
basico stainless steel oven,1,0,1
Google home Bluetooth sound system,1,0,1
Brands vary. conditioner,1,0,1
neffe stainless steel gas stove,1,0,1
Provided by The Taj  shampoo,1,0,1
Various brands shampoo,1,0,1
Induction plate induction stove,1,0,1
consul gas stove,1,0,1
Sulphur free conditioner,1,0,1
AEG COMBI CONVECTION MICROWAVE stainless steel oven,1,0,1
Miss Lynn. body soap,1,0,1
harman carbon  sound system,1,0,0
Alexa Echo Dot sound system,1,0,1
Electrolux  stainless steel oven,1,0,1
Thomson sound system with Bluetooth and aux,1,0,1
"120\"" HDTV with Amazon Prime Video",1,0,1
Salvatore Ferragamo body soap,1,0,1
generic body soap,1,0,1
Jergens body soap,1,0,1
Meditation room,1,0,0
bosch induction stove,1,0,1
Moroccon Oil conditioner,1,0,0
Fog\u00e3o com forno gas stove,1,0,1
Fisher & Paykel (New Zealand) refrigerator,1,0,1
S\u0130EMENS refrigerator,1,0,0
Ren\u00e9 Furterer shampoo,1,0,1
Horno el\u00e9ctrico Kitchen Aid stainless steel oven,1,0,1
"36\"" TV with Chromecast",1,0,0
Members Mark shampoo,1,0,1
continental refrigerator,1,0,1
Nivea / Dove body soap,1,0,1
Public Goods conditioner,1,0,1
Ancient Earth shampoo,1,0,1
BOSCH stainless steel electric stove,1,0,1
2 fours: Micro-onde et chaleur tournante stainless steel oven,1,0,1
"27\"" HDTV with standard cable",1,0,1
natura  body soap,1,0,1
Smeg - Intergrated fridge /freeze refrigerator,1,0,1
fisher & paykel refrigerator,1,0,1
Le Cinq Codet toiletries,1,0,0
Dance floor,1,0,0
Soapbox conditioner,1,0,1
L\u00e9a Nature Karit\u00e9 shampoo,1,0,1
"60\"" HDTV with standard cable",1,0,1
Hitachi stainless steel oven,1,0,1
Paid parking lot on premises \u2013 BRL25 per day,1,0,0
Alexa  sound system with Bluetooth and aux,1,0,1
Wifi \u2013 70 Mbps,1,0,0
grundig sound system with Bluetooth and aux,1,0,1
Bang &Olufsen Bluetooth sound system,1,0,1
Ines de la Fressange body soap,1,0,1
Paid parking lot on premises \u2013 AUD5 per day,1,0,1
Liquid body soap,1,0,1
l'Or\u00e9al conditioner,1,0,1
Sauter stainless steel oven,1,0,1
JBL Portable Bluetooth Speaker Bluetooth sound system,1,0,1
Water Filtration System,1,0,0
ROSIERE electric stove,1,0,0
Loreal .... conditioner,1,0,1
Free parking garage on premises \u2013 5 spaces,1,0,1
Two shelves in fridge for use refrigerator,1,0,1
Vestel  refrigerator,1,0,1
Small portable speaker + 2 large speakers sound system with Bluetooth and aux,1,0,0
Koblenz stainless steel induction stove,1,0,0
Fisher Paykel stainless steel induction stove,1,0,1
sabonete em barra,1,0,1
"35\"" HDTV with premium cable",1,0,1
SONY Amplificator and Jamo Speakers sound system with aux,1,0,1
Brand may vary - high quality shampoo,1,0,0
Onsite rooftop bar \u2014 Rooftop Sky Stars Bar,1,0,0
Sukin  body soap,1,0,1
etc body soap,1,0,0
GE Frost Free refrigerator,1,0,1
Natury's Flores Estoril 10g Hipoalerg\u00eanico. body soap,1,0,1
Denon Bluetooth sound system,1,0,1
Philips Bluetooth sound system,1,0,1
Puracy plant based conditioner,1,0,1
Shared pool,1,0,0
arcelik oven,1,0,0
Rosa body soap,1,0,1
standart shampoo,1,0,1
"137\"" HDTV with standard cable",1,0,1
"12\"" TV",1,0,0
Gazebo,1,0,0
N/A body soap,1,0,1
First Line refrigerator,1,0,1
Sauve shampoo,1,0,0
"45\"" HDTV with Amazon Prime Video",1,0,1
Play Room,1,0,1
L\u00b4Occitane  body soap,1,0,1
Shared outdoor heated infinity pool,1,0,1
General Bluetooth sound system,1,0,1
Paid dryer\u2013In unit,1,0,0
Vestel stainless steel gas stove,1,0,1
Apple music Bluetooth sound system,1,0,1
Samsung 300l refrigerator,1,0,1
soap bar body soap,1,0,1
Paid parking on premises \u2013 1 space,1,0,1
Coslys body soap,1,0,1
sony Bluetooth sound system,1,0,1
TresSemme  conditioner,1,0,0
It varies shampoo,1,0,1
